property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,builtup_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score
flat,earth copia,sector 112,0.7,4673.0,2,2,2,4.0,Relatively New,F27383885,1498.0,0,0,0,0,0,0,65
flat,ss the leaf,sector 85,2.15,10924.0,4,5,3+,6.0,Relatively New,X69998392,2366.0,0,0,0,1,0,0,156
flat,greenopolis,sector 89,0.8,6168.0,2,2,2,6.0,Under Construction,L65741604,1441.0,0,0,0,0,0,0,44
flat,sare homes,sector 92,0.95,4871.0,4,3,3,13.0,New Property,Q55329782,1765.0,0,0,0,0,0,0,0
house,independent,sector 4,1.1,11111.0,3,4,1,2.0,Moderately Old,Z69515126,990.0,0,0,0,0,0,0,0
flat,bptp astaire gardens,sector 70a,1.6,8658.0,4,4,3,1.0,Relatively New,G69688296,1600.0,1,0,0,0,1,0,42
flat,bestech park view residency,sector 2,0.95,6709.0,2,2,3,10.0,Old Property,F69767120,1573.0,0,0,0,0,0,2,88
house,independent,sector 50,13.2,27155.0,6,6,0,2.0,Moderately Old,H69535654,4861.0,0,0,0,0,0,0,0
flat,bptp terra,sector 37d,1.55,7074.0,4,3,3+,19.0,Relatively New,Y69144770,2100.0,0,0,0,0,1,2,131
house,independent,sector 14,3.5,18088.0,6,4,2,2.0,Old Property,Z70090890,1935.0,0,0,0,0,1,2,27
flat,la vida by tata housing,sector 113,3.05,11338.0,3,4,3,15.0,New Property,Q68408792,2600.0,0,0,0,1,0,0,174
house,international city by sobha phase 1,sector 109,6.15,27333.0,5,5,3+,3.0,Relatively New,C65639966,2250.0,0,1,1,1,0,2,130
house,ansals palam vihar,sector 2,4.0,16666.0,4,4,3+,2.0,Moderately Old,B66375136,2400.0,0,0,0,1,0,0,0
flat,puri emerald bay,sector 104,1.8,8823.0,2,3,3,23.0,New Property,C62379110,1538.0,0,0,0,1,0,0,36
flat,emaar palm gardens,sector 83,1.8,9473.0,3,4,3,4.0,Relatively New,Y69577746,1551.0,1,1,1,1,0,2,174
flat,dlf regency park,sector 28,2.26,13696.0,3,3,2,19.0,Old Property,V66669594,1700.0,0,0,0,1,0,0,158
flat,ss the leaf,sector 85,2.1,7467.0,4,4,3,7.0,Relatively New,F70087658,2600.0,1,1,0,1,0,0,49
flat,vatika the seven lamps,sector 82,1.28,6819.0,3,3,3,3.0,Relatively New,D69545164,1800.0,1,0,0,0,0,2,165
house,independent,sector 7,2.0,13889.0,2,2,2,2.0,Old Property,P66687786,1440.0,0,0,0,0,0,0,22
flat,smart world gems,sector 89,1.1,9972.0,2,2,2,3.0,New Property,H69613078,1226.0,0,0,1,0,0,0,77
flat,ss the leaf,sector 85,1.3,7779.0,2,2,3+,16.0,Relatively New,X69963728,1406.0,0,0,1,0,0,0,148
flat,paras dews,sector 106,1.42,6029.0,4,6,3+,11.0,Relatively New,X69553558,2131.0,0,0,0,1,0,0,143
flat,sanskriti apartment,sector 10a,1.1,6666.0,3,3,3,2.0,Moderately Old,K67148990,1833.0,0,0,0,0,0,0,22
house,house number b-34,sector 5,0.8,8888.0,2,2,1,1.0,Old Property,F67247670,900.0,0,0,0,0,0,0,0
house,puri diplomatic greens,sector 111,9.0,11250.0,5,5,3+,3.0,Relatively New,F63418044,8000.0,0,0,0,1,0,0,112
flat,pyramid urban,sector 67a,0.7,11844.0,2,2,1,14.0,New Property,K57042012,657.0,0,0,0,0,0,0,44
flat,godrej nature plus,sector 33,1.3,8349.0,3,2,3+,18.0,New Property,A69989180,1409.0,0,0,0,0,0,0,38
flat,ats triumph,sector 104,1.83,7991.0,3,4,3+,10.0,Relatively New,A66305504,2000.0,0,0,0,1,0,0,165
flat,ramprastha the edge towers,sector 37d,0.98,5536.0,3,3,3+,5.0,Relatively New,E61449810,1675.0,0,1,0,0,0,0,174
house,independent,sector 43,9.5,42222.0,5,5,3+,2.0,Relatively New,B70289660,2250.0,0,1,0,1,0,2,88
flat,the khushboo cooperative housing society ltd,sector 9a,0.88,4888.0,3,3,2,2.0,Old Property,U66525930,1438.0,0,0,0,0,0,2,31
flat,the lions cghs,sector 56,1.99,11055.0,4,4,3+,4.0,Old Property,T68585622,2000.0,0,1,0,0,1,2,105
flat,bptp terra,sector 37d,1.65,8790.0,3,3,2,15.0,Relatively New,G69274416,1699.0,0,0,0,0,0,0,116
flat,dlf new town heights,sector 90,1.75,5720.0,4,4,3+,17.0,Relatively New,H42579745,2468.0,0,1,0,1,0,0,88
flat,ashiana mulberry,sohna road,1.05,5412.0,2,2,3,1.0,New Property,S66551698,1175.97,1,0,0,0,0,0,49
house,raj villas,sector 52,8.0,25543.0,6,5,3+,4.0,Moderately Old,A68021376,3132.0,0,0,0,0,0,0,0
flat,adani m2k oyster grande,sector 102,2.35,8468.0,3,3,3,14.0,Relatively New,K68646072,2351.0,1,0,0,1,0,2,165
flat,experion the heartsong,sector 108,1.02,7950.0,2,3,3,4.0,Relatively New,L69065854,1283.0,1,0,0,0,0,0,112
flat,signature global park,sohna road,0.95,7846.0,3,2,3+,1.0,Relatively New,J68768928,1210.723472,0,0,0,0,0,0,46
flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,4.0,Relatively New,S69236546,2130.0,0,0,0,1,0,1,82
house,independent,sector 13,1.5,10518.0,2,2,2,3.0,Old Property,O69220384,1426.0,1,1,0,0,0,0,7
flat,signature global park,sohna road,0.85,7863.0,3,2,2,4.0,New Property,J70147690,1080.0,0,0,0,0,0,0,23
flat,chd avenue,sector 71,1.4,7945.0,3,3,2,1.0,Moderately Old,V69704890,1958.0,0,1,0,0,0,2,125
house,eros rosewood city,sector 49,4.05,20769.0,3,3,3,2.0,Moderately Old,V68912558,2000.0,0,0,1,1,0,0,46
flat,satya the hermitage,sector 103,0.93,6404.0,2,3,3,3.0,Relatively New,G61210394,1613.0,0,0,0,1,0,2,90
house,dlf city plots phase 2,sector 25,10.5,29022.0,4,4,2,2.0,Old Property,O69990870,3618.0,0,1,0,1,0,2,91
flat,central park flower valley aqua front towers,sector 33,2.96,13870.0,4,4,3,1.0,New Property,V69898786,2371.0,0,0,0,1,0,2,24
flat,m3m skywalk,sector 74,1.48,12333.0,2,2,3,13.0,Relatively New,J69816764,1300.0,0,0,1,0,0,0,158
flat,hsiidc sidco aravali,manesar,0.9,3648.0,4,4,3,7.0,Moderately Old,W68190696,2233.0,0,0,0,0,0,0,0
flat,sidhartha ncr one phase,sector 95,0.56,4105.0,2,2,2,10.0,Relatively New,L58014294,1234.0,0,0,0,0,0,2,60
flat,tata primanti,sector 72,3.9,13425.0,4,4,3+,39.0,Relatively New,E69736070,2509.0,0,0,0,1,1,0,49
house,eldeco mansionz,sector 48,6.4,23704.0,4,4,3,3.0,Moderately Old,M69124884,2700.0,0,0,1,1,0,2,151
house,emaar mgf marbella,sector 66,15.1,18605.0,5,5,3+,3.0,New Property,S69959820,8115.9806,1,1,1,1,0,0,120
house,independent,sector 12,3.71,19818.0,3,3,1,4.0,Moderately Old,I61114114,1872.0,0,1,0,0,0,0,0
flat,m3m soulitude,sector 89,1.42,9978.0,3,3,2,3.0,New Property,F69673370,1581.0,0,0,0,0,0,0,15
flat,maa bhagwati residency,sector 7,0.45,5000.0,2,2,1,4.0,Relatively New,C68850746,1000.0,0,0,0,0,0,0,28
flat,breez global hill view,sohna road,0.32,5470.0,2,2,1,17.0,New Property,I66160796,1000.0,0,0,0,0,0,0,49
flat,sare homes,sector 92,0.56,4729.0,3,1,3,1.0,Moderately Old,L70036110,1316.0,0,0,0,0,0,2,75
flat,piedmont taksila heights,sector 37c,0.9,5855.0,3,3,3,9.0,Moderately Old,M69655182,1537.0,0,0,0,0,0,2,94
flat,greenopolis,sector 89,0.65,5195.0,2,2,2,15.0,Under Construction,F69279446,1390.0,0,0,0,0,0,0,37
flat,shree vardhman victoria,sector 70,1.25,9259.0,2,2,3,3.0,Relatively New,T69936934,1222.0,1,0,0,0,0,0,43
flat,ansal heights 86,sector 86,0.64,4706.0,2,2,1,3.0,New Property,P69816218,1360.0,0,0,0,0,0,0,73
flat,godrej oasis,sector 88a,1.29,7800.0,3,3,3,5.0,New Property,L65391812,1642.0,1,0,0,0,1,0,65
house,eldeco mansionz,sector 48,6.0,22222.0,4,4,3+,2.0,Moderately Old,D64135238,2700.0,0,0,0,1,0,0,69
house,independent,sector 12,1.35,12222.0,2,5,1,3.0,Old Property,J27842225,2052.0,0,0,0,0,0,0,31
flat,huda ashok vihar phase,sector 4,0.43,6615.0,2,2,1,2.0,Relatively New,H63910126,722.0,0,0,0,0,0,0,7
flat,unitech fresco,sector 50,1.14,8532.0,2,2,2,19.0,Moderately Old,S70104758,1330.0,0,0,0,0,1,2,174
house,the laburnum,sector 43,11.0,27160.0,5,6,3+,3.0,New Property,E66222008,4050.0,0,1,0,1,0,2,160
flat,bptp terra,sector 37d,1.78,8124.0,4,3,3,10.0,Relatively New,X67372260,1983.0,0,0,0,1,0,0,127
flat,vatika gurgaon,sector 83,0.87,6987.0,2,2,2,3.0,Moderately Old,I66285752,1127.0,0,0,0,0,0,0,35
flat,tulip lemon,sector 69,0.6,11407.0,2,1,1,11.0,Relatively New,U70031524,584.0,0,0,0,0,0,0,0
flat,m3m merlin,sector 67,2.65,12945.0,3,3,3,0.0,Relatively New,H67972704,2047.0,0,0,0,0,1,2,174
house,independent,sector 26,8.1,35294.0,5,5,2,4.0,Old Property,R28894103,2295.0,0,0,0,0,0,0,42
flat,tulip lemon,sector 69,0.62,12863.0,2,2,1,4.0,Relatively New,L69568872,536.0,0,0,0,0,0,2,108
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,17285.0,3,3,3,12.0,New Property,T69361884,1465.0,0,0,1,0,0,0,72
house,independent,sector 7,2.43,14890.0,4,4,2,3.0,Old Property,A67774052,345.0,1,1,1,0,0,0,38
flat,dlf the skycourt,sector 86,1.55,8031.0,3,3,3,5.0,Relatively New,P69710804,1900.0,0,0,0,0,0,0,49
flat,experion the heartsong,sector 108,1.68,8387.0,3,3,3+,4.0,Relatively New,Q69667402,1338.29,1,0,0,1,0,2,86
flat,ats tourmaline,sector 109,1.72,8000.0,3,4,3+,7.0,Relatively New,P68391708,1797.0,0,0,0,1,0,0,167
flat,experion the heartsong,sector 108,0.98,13343.0,2,3,3,12.0,Relatively New,X70002402,978.223232,1,1,1,1,0,0,31
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,2,2,2,14.0,Relatively New,F69078840,915.0,0,0,0,0,0,0,0
flat,ramsons kshitij,sector 95,0.35,5495.0,2,2,0,5.0,New Property,Z65720898,637.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.3,7926.0,2,2,2,17.0,New Property,I49614764,1484.0,0,0,0,0,0,0,90
flat,shapoorji pallonji joyville gurugram,sector 102,1.24,10205.0,2,2,2,10.0,Relatively New,M69976672,1100.0,0,0,0,0,0,0,141
house,independent,sector 11,0.95,7308.0,5,3,0,1.0,Moderately Old,P69982938,1300.0,0,0,0,0,0,0,0
flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,B70015514,995.0,0,0,0,0,0,2,29
flat,dlf royalton tower,sector 43,6.5,20687.0,4,4,3+,9.0,Moderately Old,I69118750,2712.0,0,0,0,1,0,0,7
house,independent,sector 4,3.2,14222.0,3,3,2,2.0,Old Property,N69450068,2250.0,0,0,0,0,0,0,13
house,independent,sector 46,3.55,24500.0,5,4,3+,3.0,Moderately Old,B69469612,1449.0,0,0,0,1,0,2,73
flat,pareena mi casa,sector 68,1.9,9227.0,3,3,3+,1.0,Under Construction,Z64110184,2288.0,0,0,0,1,0,0,49
house,ss hibiscus,sector 50,12.5,40850.0,4,4,3+,2.0,Relatively New,N69343182,3060.0,1,0,0,1,0,1,160
flat,emaar gurgaon greens,sector 102,1.39,8424.0,3,3,3,7.0,Relatively New,U69412300,1493.0,0,0,0,1,0,2,21
flat,dlf express greens,manesar,1.2,6505.0,3,4,2,5.0,Relatively New,T50764478,1670.0,0,0,0,1,1,0,43
flat,shree arihant apartment,sector 54,1.55,7380.0,3,3,3+,3.0,Moderately Old,E68958236,2000.0,0,1,0,0,1,2,125
flat,city heights,sector 39,1.75,8750.0,3,4,3,3.0,Old Property,V70008766,2222.0,0,0,0,1,0,1,42
flat,la vida by tata housing,sector 113,2.45,11050.0,3,3,3+,3.0,Relatively New,Y69732156,1890.0,1,0,0,0,0,0,174
flat,la vida by tata housing,sector 113,3.0,14285.0,3,3,3+,3.0,Relatively New,Y69731932,2460.0,0,0,0,1,0,0,167
flat,m3m skywalk,sector 74,1.6,11379.0,2,2,2,28.0,New Property,E69703134,1272.0,0,0,0,0,0,0,15
flat,ss the leaf,sector 85,1.04,8320.0,2,2,3,17.0,New Property,P69230418,1550.0,0,0,0,0,1,0,145
house,eldeco mansionz,sector 48,4.75,20299.0,7,7,3,2.0,Moderately Old,B70111024,2340.0,1,0,0,0,0,2,33
house,independent,sector 2,3.0,19268.0,6,4,3+,3.0,Old Property,Z70117010,1557.0,0,0,0,0,0,2,28
flat,umang winter hills,sector 77,0.75,5588.0,2,2,2,7.0,Relatively New,S69303118,1180.0,0,0,0,0,0,2,174
flat,uphaar homes,sector 105,0.45,4736.0,3,2,1,1.0,Relatively New,H66601404,1056.0,0,0,0,0,0,2,44
flat,vatika the seven lamps,sector 82,0.94,6567.0,2,2,2,12.0,Relatively New,J69790804,1299.0,1,0,0,0,0,2,103
flat,lotus homz,sector 111,0.6,8450.0,2,2,3,9.0,New Property,U68353772,789.0,0,0,0,0,0,0,52
flat,bestech park view spa next,sector 67,3.32,12599.0,4,5,3+,12.0,Moderately Old,K70049680,2385.0,0,0,0,1,0,2,174
flat,dlf regal gardens,sector 90,1.15,6325.0,3,3,3+,18.0,Relatively New,K65532766,1645.0,0,1,0,0,0,2,130
flat,vatika the seven lamps,sector 82,0.85,6538.0,2,2,2,0.0,Relatively New,H69845336,1176.0,0,0,0,0,0,2,49
house,eros rosewood villas,sector 49,2.5,13513.0,3,3,2,2.0,Moderately Old,Z68912250,1900.0,0,1,1,0,0,0,59
flat,breeze global heights,sector 33,0.4,6421.0,2,2,2,4.0,Under Construction,R69074616,623.0,0,0,0,0,0,0,0
house,independent,new sector 2,1.0,8796.0,3,2,2,1.0,Old Property,K38173331,120.0,0,1,0,0,0,0,0
flat,microtek greenburg,sector 86,1.93,8446.0,3,4,3,12.0,Relatively New,T68746200,2068.0,0,0,0,1,0,0,72
house,independent,sector 12,1.2,14184.0,2,4,2,2.0,Relatively New,J67709074,846.0,0,1,0,0,0,2,7
flat,ireo uptown,sector 66,2.4,13064.0,3,2,3,5.0,Relatively New,B69847394,1700.0,0,0,0,1,0,2,156
flat,cghs airport apartment,sector 47,1.8,6000.0,4,4,3+,4.0,Moderately Old,V69086280,2857.0,0,0,1,0,0,2,120
flat,paras dews,sector 106,0.97,8818.0,2,2,3,6.0,New Property,W69625822,1200.0,0,1,0,0,0,2,174
flat,ats tourmaline,sector 109,1.75,8139.0,3,4,3+,2.0,Relatively New,L50076370,1946.0,0,0,0,1,1,0,65
flat,ild greens,sector 37c,1.0,4320.0,3,3,3+,5.0,Under Construction,V37903509,1697.0,0,0,0,0,0,0,51
flat,central park flower valley,sector 33,1.79,11251.0,3,3,3,3.0,Old Property,T69658490,1619.0,0,0,0,0,0,0,71
flat,ramsons kshitij,sector 95,0.19,591.0,1,1,1,14.0,Relatively New,T70043008,3569.0,0,0,0,0,0,0,49
flat,unitech vistas,sector 70,0.53,4800.0,2,2,2,9.0,Under Construction,F31622943,991.0,0,0,0,0,1,0,24
flat,satya element one,sector 49,0.94,14009.0,1,2,2,2.0,Moderately Old,E67903898,746.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.36,8618.0,3,3,1,12.0,Relatively New,K69568256,1291.0,0,1,0,0,0,0,95
flat,housing apna enclave,sector 4,0.39,4105.0,2,2,1,1.0,Relatively New,E68368414,950.0,0,0,0,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.3,7878.0,3,3,3,4.0,Relatively New,Q67478474,1315.0,0,0,0,1,0,2,125
flat,vatika independent floors,sector 82,1.16,6987.0,3,3,3+,1.0,Relatively New,Z66364664,1844.0,0,1,1,1,0,2,151
flat,experion the heartsong,sector 108,0.9,7014.0,2,3,3,7.0,Relatively New,V50058800,1161.0,0,0,0,1,1,0,72
flat,la vida by tata housing,sector 113,3.35,12444.0,4,4,3+,11.0,Relatively New,K69821840,2991.0,1,0,0,1,0,0,174
flat,m3m crown,sector 111,4.67,17000.0,4,4,3+,8.0,Under Construction,I68979650,3056.0,0,0,0,0,0,0,73
flat,sare green parc 2,sector 92,0.61,4837.0,3,2,2,6.0,Under Construction,D59682774,1141.0,0,0,0,0,1,0,0
flat,parsvnath exotica,sector 53,6.5,19174.0,4,5,3+,10.0,Relatively New,I69204972,3000.0,1,1,0,1,0,2,174
flat,experion windchants,sector 112,4.75,12622.0,3,5,3+,4.0,Relatively New,B70095602,3405.0,0,0,0,1,0,2,42
flat,the close north,sector 50,2.35,11358.0,3,3,3,8.0,Moderately Old,Y69725362,1900.0,0,0,0,0,0,2,49
flat,pyramid urban homes 2,sector 86,0.43,8582.0,2,2,1,6.0,New Property,H69452704,557.0,0,0,0,0,1,0,72
flat,bestech altura,sector 79,1.9,8837.0,3,4,3,11.0,Under Construction,T69644514,1946.0,0,0,0,0,0,0,96
flat,mapsko casa bella,sector 82,1.75,6903.0,4,5,3+,1.0,Relatively New,J69772634,2535.0,0,0,0,0,0,0,54
flat,bestech altura,sector 79,2.69,12500.0,3,4,3+,3.0,New Property,M69582218,2152.0,0,0,0,1,0,0,49
flat,dlf regal gardens,sector 90,1.79,8081.0,4,3,3+,10.0,Moderately Old,M62323566,2461.0,0,0,0,0,0,0,63
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3,3,3+,15.0,New Property,W69505050,1700.0,0,1,0,0,0,0,174
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,2,2,3,0.0,Relatively New,T69179276,1073.0,0,0,0,0,0,0,49
flat,emaar palm gardens,sector 83,1.4,8139.0,3,3,3,2.0,Relatively New,M69589232,1387.0,1,1,1,1,0,2,174
flat,signature global synera,sector 81,0.4,6319.0,2,2,1,12.0,Relatively New,Q65738118,586.0,0,0,0,0,0,0,23
house,independent,sector 4,0.67,9795.0,3,3,2,2.0,Relatively New,Y69410258,76.0,0,0,0,0,1,0,7
flat,signature global park,sohna road,0.58,7056.0,2,2,2,3.0,Relatively New,X69816370,822.0,0,0,0,0,0,0,58
flat,tulip violet,sector 69,1.68,8348.0,4,4,2,1.0,Relatively New,Q68361160,1819.0,0,1,0,0,0,0,102
flat,dlf regency park,sector 28,1.6,14545.0,2,2,2,3.0,Relatively New,L68741592,1222.0,0,0,0,0,0,0,52
flat,dlf regal gardens,sector 90,1.29,9020.0,3,3,3,7.0,Relatively New,F66607568,1540.0,1,0,0,0,0,0,174
flat,ireo uptown,sector 66,1.85,12567.0,2,3,3,16.0,Relatively New,Y43156359,1470.0,0,0,0,1,1,2,79
flat,sbr apartment,manesar,0.68,4456.0,3,3,3,2.0,Moderately Old,J69036924,1526.0,0,0,0,0,0,0,0
flat,m3m heights,sector 65,2.5,13600.0,3,3,3,19.0,Under Construction,N68485940,1654.0,0,0,0,0,0,0,48
flat,ireo the corridors,sector 67a,1.3,10031.0,2,2,2,1.0,New Property,K69999718,1296.0,0,0,0,0,0,0,55
flat,m3m woodshire,sector 107,0.75,5490.0,2,2,3+,14.0,Relatively New,Q69544690,1201.0,0,1,0,0,0,0,174
flat,tulip violet,sector 69,1.55,9639.0,3,3,2,2.0,Relatively New,H69668344,1455.0,0,1,0,0,0,2,86
flat,central park flower valley,sector 33,2.15,13522.0,3,3,3+,1.0,New Property,C67385044,1439.0,0,0,0,0,0,0,31
flat,dlf royalton tower,sector 43,6.5,22108.0,4,5,2,8.0,Relatively New,B68873746,2661.0,0,0,0,1,0,0,15
flat,orchid petals,sector 49,2.55,12318.0,3,4,3,8.0,Relatively New,T69215426,2060.0,1,0,0,0,0,2,49
flat,ashiana anmol,sector 33,1.1,8627.0,2,2,2,4.0,Under Construction,G68904948,1275.0,0,0,0,0,0,0,0
flat,the lions cghs,sector 56,2.05,9534.0,4,4,3,7.0,Relatively New,J70153716,2000.0,0,0,0,1,1,2,49
flat,krishna appartment,sector 12,0.35,3500.0,3,3,1,2.0,Old Property,S49820216,905.0,0,0,0,0,0,0,0
house,independent,sector 109,1.55,6567.0,3,2,0,1.0,Relatively New,Q69442064,2360.0,0,0,0,0,0,0,0
flat,sare homes,sector 92,1.12,5358.0,4,4,2,12.0,Relatively New,S69810470,2322.0,0,0,0,1,0,0,85
flat,dlf new town heights,sector 90,1.3,6735.0,3,3,3+,10.0,Relatively New,I69266172,1929.0,0,1,0,1,0,2,129
flat,avl 36 gurgaon,sector 36a,0.5,8333.0,1,1,1,5.0,Relatively New,C69668916,600.0,0,0,0,0,0,0,0
flat,mapsko mount ville,sector 79,1.1,12732.0,3,3,3,22.0,Relatively New,I69664328,1154.0,1,1,0,0,0,0,135
flat,godrej aria,sector 79,1.7,7426.0,3,4,3+,6.0,New Property,O69330672,1659.0,0,0,0,1,0,0,81
house,dlf city plots,sector 26,13.5,29880.0,5,5,2,2.0,Moderately Old,Q68631104,4518.0,1,0,0,1,1,2,104
flat,umang monsoon breeze,sector 78,0.95,5491.0,3,3,2,9.0,Relatively New,U61729278,1730.0,0,0,0,0,0,2,65
flat,ambience creacions,sector 22,4.1,28101.0,3,3,3+,2.0,New Property,Q69082478,2069.0,0,0,0,0,0,1,119
flat,dlf exclusive floors,sector 43,2.35,14242.0,3,3,2,1.0,Old Property,B69402744,1527.0,0,0,1,0,0,2,102
flat,shree vardhman victoria,sector 70,1.9,9743.0,3,3,3,10.0,New Property,S31689979,1765.0,0,1,1,1,1,0,36
flat,emaar gurgaon greens,sector 102,1.35,10800.0,3,4,3+,9.0,Relatively New,R69505282,1400.0,0,1,0,1,0,2,174
flat,essel tower,sector 28,2.2,12500.0,3,4,3+,3.0,Moderately Old,R69082924,1956.0,0,0,0,1,0,1,0
house,sector 14 rwa,sector 14,6.5,26000.0,5,5,0,4.0,Moderately Old,C69120542,2500.0,0,0,0,0,0,0,0
flat,dlf new town heights,sector 86,1.55,6578.0,4,4,3+,12.0,Moderately Old,N61446680,2038.0,0,1,0,1,0,2,120
flat,smart world orchard,sector 61,2.54,15500.0,3,3,3,2.0,Under Construction,I69547932,1639.0,0,0,1,0,0,0,16
flat,godrej nature plus,sector 33,1.4,9333.0,2,2,3,14.0,Under Construction,S68036134,1448.0,0,0,0,0,0,0,67
house,vipul tatvam villa,sector 48,7.25,22377.0,4,4,3,2.0,Relatively New,D70180330,3240.0,1,1,1,1,0,2,103
flat,pareena mi casa,sector 68,1.7,8500.0,4,4,3+,23.0,New Property,Z45897659,1809.0,0,0,0,0,0,0,88
flat,m3m golfestate,sector 65,5.2,17455.0,3,3,3,18.0,Relatively New,R69687378,2696.0,1,0,0,1,0,2,76
flat,signature global solera,sector 107,0.27,5521.0,2,2,2,0.0,Relatively New,X69217210,543.0,0,0,0,0,0,0,45
flat,sobha city,sector 108,3.75,14938.0,3,3,2,16.0,New Property,Y68158826,2120.0,0,0,0,1,0,0,77
flat,viridian the plaza 106,sector 106,0.39,5571.0,1,1,1,7.0,Relatively New,S69971192,567.0,0,0,0,0,0,0,130
flat,pyramid urban homes 2,sector 86,0.41,6905.0,2,2,1,3.0,Relatively New,E69867822,668.0,0,0,0,0,0,0,63
flat,dlf the ultima,sector 81,2.3,14603.0,3,4,3+,27.0,Relatively New,T62174546,1825.0,0,0,0,1,0,2,119
flat,m3m capital,sector 113,2.37,11500.0,4,4,3+,20.0,Under Construction,G68788156,2060.0,1,0,0,0,0,0,143
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2,2,2,9.0,New Property,G53211690,733.0,0,0,0,0,0,0,60
flat,sobha city,sector 108,2.9,14478.0,3,4,2,11.0,Relatively New,L69513420,2003.0,0,0,0,0,0,0,108
flat,chd avenue,sector 71,1.32,6019.0,4,4,3,14.0,Moderately Old,D69662880,1985.0,0,0,0,1,0,0,65
flat,elan the presidential,sector 106,3.9,15918.0,3,3,0,20.0,Relatively New,V69770998,2450.0,0,0,0,0,0,0,66
flat,dlf the ultima,sector 81,3.5,11686.0,4,5,3+,7.0,Relatively New,L70015174,2577.0,0,0,0,1,0,1,174
house,unitech uniworld resorts,sector 33,10.0,20202.0,5,6,3,4.0,New Property,J64562212,4950.0,1,0,0,1,0,0,26
flat,emaar palm gardens,sector 83,1.3,11868.0,3,3,3,16.0,Relatively New,H69770092,1387.0,0,0,0,1,0,2,174
flat,apex builders,sector 37c,0.42,5600.0,2,2,2,4.0,Relatively New,I68801870,833.0,0,0,0,0,0,0,42
flat,sare petioles,sector 92,1.3,6373.0,4,4,0,7.0,Relatively New,C69192320,2040.0,0,0,0,0,0,0,0
flat,emaar palm gardens,sector 83,1.72,9052.0,3,3,3,4.0,Relatively New,P69268966,1600.0,0,0,0,1,0,2,165
flat,signature global the millennia 3,sector 37d,0.45,7627.0,2,3,2,8.0,Under Construction,L70187142,656.0,0,0,0,0,0,0,8
house,ansals palam vihar,sector 2,5.7,14729.0,5,5,2,2.0,Old Property,L69619340,4550.0,0,1,0,0,0,1,94
flat,rof ananda,sector 95,0.38,6919.0,2,2,1,4.0,New Property,E66226318,610.0,0,0,0,0,0,0,0
flat,511 sarahah tower,sector 12,0.6,8333.0,2,2,1,0.0,New Property,G69788446,800.0,0,1,0,0,0,1,0
flat,ramsons kshitij,sector 95,0.29,5178.0,2,2,2,14.0,Relatively New,W63126780,507.0,0,0,0,0,0,0,50
flat,m3m woodshire,sector 107,1.02,6649.0,2,2,3,6.0,Relatively New,I69550388,1388.0,1,0,0,0,0,0,112
flat,m3m heights,sector 65,1.9,15000.0,2,2,3,4.0,Under Construction,C69919812,1141.0,0,0,0,0,0,0,54
flat,experion the heartsong,sector 108,0.97,9238.0,2,2,3,10.0,Relatively New,T69548882,1167.0,0,0,0,1,0,0,165
flat,spaze privvy the address,sector 93,1.45,8033.0,3,4,2,12.0,Relatively New,G66828720,1350.0,0,0,0,0,0,2,96
house,independent,sector 56,8.0,9654.0,10,10,3+,4.0,Relatively New,V69476552,8286.0,1,1,0,1,0,1,107
flat,signature global park 4,sector 36,0.72,6428.0,3,2,3,2.0,Under Construction,A67199810,1244.0,0,0,0,0,0,0,0
flat,raheja vedaanta,sector 108,1.5,5263.0,3,4,0,12.0,Relatively New,U68022230,2850.0,0,0,0,0,0,0,0
flat,godrej icon,sector 88a,1.31,8100.0,2,2,3+,3.0,Relatively New,S69145532,1463.0,1,0,0,0,0,0,102
house,independent,sector 2,0.7,7777.0,1,1,0,1.0,Moderately Old,D66469458,900.0,0,0,0,0,0,0,0
house,independent,sector 55,2.8,18667.0,4,4,0,2.0,Old Property,N69650234,1500.0,0,0,0,0,0,0,0
house,sector 38 rwa,sector 38,4.3,28782.0,3,9,3+,3.0,Relatively New,E69566242,1494.0,0,1,0,0,1,2,41
house,independent,sector 47,4.3,29312.0,3,4,2,2.0,Moderately Old,K68213440,1467.0,0,0,0,0,1,0,0
house,independent,sector 56,7.25,29340.0,8,8,3+,0.0,Moderately Old,D66962598,2471.0,0,0,0,0,0,2,24
house,unitech palms south city 1,sector 41,9.35,28858.0,10,10,3+,4.0,Moderately Old,F70038696,7500.0,1,0,0,1,0,2,70
flat,emaar imperial gardens,sector 102,1.92,9600.0,3,3,3,12.0,Relatively New,M70002238,2222.0,1,1,1,1,0,0,95
